2339,1094,0.765999415
2146,2796,2.082216307
3808,1917,1.15053248
2146,2420,1.434883133
1008,2897,1.969563981
600,3478,1.120917738
3453,50,0.47906595
992,3610,0.746498392
3982,458,1.142279846
3567,440,0.820964337
3795,1275,1.124426853
2146,3763,2.082216307
3875,460,2.201268927
2161,4382,0.632927822
756,1704,1.192835527
193,2887,2.066635289
238,257,3.377705423
2838,176,1.584454037
3365,29,1.263562428
1135,3566,1.486609973
1214,1912,1.332333505
3995,746,1.193753217
3795,2395,1.124426853
2178,1007,2.09549254
830,2335,0.775021421
2161,3671,1.287656426
3455,51,0.861683296
4304,2873,1.527507045
3909,882,1.639569223
629,1638,1.177324964
2287,632,0.9581319
2295,930,0.652762493
1624,679,0.599613419
824,3983,0.814144488
2161,2163,3.804426265
4174,1141,0.870946633
3650,869,1.452616517
3893,586,1.768371038
712,1764,0.902433424
1229,2445,1.483038622
525,1600,0.775021421
3792,2442,3.111709225
74,2962,1.685091121
2305,1120,1.790037496
169,2864,1.231696422
163,2849,1.64140103
3585,979,0.984840618
2888,207,0.83139114
479,3815,1.392250951
4174,2292,0.599613419
3950,779,1.413632202
2054,820,1.394517971
854,1554,1.102724354
1773,702,1.963404308
3662,612,0.575683186
2129,1039,1.847734385
1304,2075,2.069912386
1101,2731,1.256173831
324,2812,0.685335965
2812,324,0.685335965
3522,444,0.683584994
1017,2172,1.051276387
2403,4115,1.570590794
608,1894,1.277132801
1219,1919,0.926639091
174,2847,0.618385799
2063,1293,1.277555082
505,3525,1.67360851
2358,4274,0.913649703
2707,3956,1.967017502
2252,947,0.803300537
1528,908,0.755101231
4215,537,0.656560412
163,4459,2.873097452
600,1878,1.449197944
3808,3807,3.92657708
3795,3783,1.124426853
3795,3701,1.124426853
4206,3664,1.402799572
2358,3563,0.720625591
2403,3762,1.570590794
2403,3789,2.937668099
2403,3636,1.570590794
8,3299,1.910439969
8,3691,1.639106755
3091,165,2.864822618
3916,3937,3.065247886
915,1521,0.214531069
1206,1900,0.780254696
3471,279,0.783700673
936,928,2.859569968
353,352,1.118349613
352,4234,0.971609488
936,337,2.953899196
936,280,4.375253772
3363,28,1.028530709
3925,3856,1.174749429
3795,4300,1.124426853
3489,1151,1.599506715
3426,1062,1.910674438
2403,2407,3.091117577
2403,2411,3.091117577
183,2918,1.582222729
2707,1234,1.313120824
4,3268,0.538366302
4033,848,0.892472731
917,1526,1.160103772
1153,2279,1.14999254
2988,84,1.857031413
1238,3781,1.413757907
320,3692,0.910511
3371,32,1.039493336
2394,2392,3.682984791
2394,2393,3.682984791
3922,3949,3.01849479
2855,2201,0.789522231
2154,1021,1.238432015
528,3664,1.402799572
1158,2275,1.28096287
3188,127,0.870946633
4384,4167,0.542811275
1238,2811,1.685091121
3617,1401,2.908118602
482,3792,1.43100456
1238,2452,1.89962219
2124,1048,0.542666427
974,2203,2.569454649
833,3993,0.57513601
2394,1277,1.388845788
528,4206,1.402799572
1368,3686,1.079656144
1091,2142,0.57513601
4372,389,1.313120824
3683,1030,0.944219104
3829,477,1.310368145
4379,556,0.507083137
95,2993,1.050873883
3343,106,2.006572995
595,2021,0.712108023
885,1482,1.374023161
1600,525,0.775021421
1273,3834,0.652762493
268,4491,0.958226843
2307,524,1.788141155
748,1714,0.935011812
3409,3928,1.650207786
3858,463,0.432604612
1091,2764,0.57513601
2075,1304,2.069912386
