0,5,5.486978435
0,3,0.438472867
0,0,6.128832321
0,7,5.295923198
0,1,7.738270234
0,2,6.234192837
0,8,5.295923198
0,6,3.66924348
0,4,4.717845348
1,12,7.738270234
1,3,0.438472867
1,15,4.560216403
1,14,7.738270234
1,9,5.064121584
1,13,5.946510765
1,11,5.295923198
1,10,6.234192837
1,16,5.340374961
2,23,6.033522142
2,25,6.639657945
2,24,7.738270234
2,19,6.639657945
2,17,7.332805126
2,22,4.304283029
2,20,6.033522142
2,18,7.332805126
2,21,4.388366147
2,26,5.658828692
3,34,2.901988327
3,31,5.21254159
3,29,9.99486042
3,33,6.821979502
3,28,3.563882964
3,35,1.066237288
3,36,6.485507265
3,30,3.920557908
3,27,5.723367213
3,32,2.059805567
4,38,7.332805126
4,42,4.424084229
4,39,5.295923198
4,37,7.332805126
4,40,7.738270234
4,41,5.486978435
5,49,6.351975873
5,46,12.25766464
5,44,5.386894977
5,48,2.930159204
5,47,3.387992297
5,45,5.59820407
5,43,4.127352321
6,52,4.99743021
6,50,5.07402916
6,53,6.750343218
6,56,4.288282688
6,57,3.541068286
6,58,5.866468057
6,47,3.387992297
6,51,5.435685141
6,55,3.019771363
6,54,7.045123053
7,67,4.539597116
7,65,7.738270234
7,60,6.128832321
7,68,7.738270234
7,61,6.639657945
7,66,5.386894977
7,55,3.019771363
7,62,2.874589353
7,59,6.821979502
7,64,5.866468057
7,63,5.792360085
8,74,4.793831255
8,73,4.226724795
8,71,4.337072852
8,76,3.046922352
8,70,4.74253796
8,69,7.332805126
8,75,6.485507265
8,72,7.045123053
9,79,2.855468311
9,80,5.946510765
9,85,7.738270234
9,87,6.033522142
9,86,2.620276421
9,82,4.99743021
9,90,6.234192837
9,81,8.514060289
9,77,6.485507265
9,91,5.792360085
9,89,5.866468057
9,88,5.866468057
9,78,11.08209131
9,83,7.738270234
9,84,7.738270234
10,94,7.332805126
10,98,3.046922352
10,95,7.332805126
10,96,7.045123053
10,93,5.253363584
10,97,3.194975452
10,92,7.045123053
11,102,3.909628837
11,105,5.486978435
11,99,7.738270234
11,100,7.738270234
11,104,6.639657945
11,103,4.90505689
11,106,7.738270234
11,101,7.045123053
12,111,4.370974404
12,113,7.332805126
12,115,3.740069532
12,117,7.738270234
12,110,2.847921106
12,116,4.717845348
12,114,6.234192837
12,108,6.821979502
12,57,3.541068286
12,112,7.332805126
12,109,3.796688426
12,107,5.193213355
13,35,1.066237288
13,122,4.519394409
13,118,4.965681512
13,120,5.135580548
13,119,5.386894977
13,121,4.624754925
14,124,7.738270234
14,127,4.480173696
14,123,7.045123053
14,125,6.351975873
14,126,5.658828692
14,128,4.965681512
15,131,5.030220033
15,132,5.486978435
15,53,3.375171609
15,130,4.241762672
15,129,7.332805126
16,15,4.560216403
16,138,7.738270234
16,141,7.332805126
16,133,13.643959
16,136,6.033522142
16,134,6.821979502
16,139,4.767855768
16,135,5.541045656
16,137,7.738270234
16,140,5.541045656
17,146,6.639657945
17,98,3.046922352
17,145,7.738270234
17,142,5.173320876
17,147,6.128832321
17,144,6.234192837
17,143,7.738270234
17,148,4.480173696
18,151,6.821979502
18,152,3.603103677
18,153,3.350013049
18,150,6.821979502
18,76,3.046922352
18,149,2.663096419
19,79,2.855468311
19,157,5.340374961
19,155,10.34664175
19,35,1.066237288
19,156,7.332805126
19,154,8.776732293
19,158,5.723367213
19,159,5.723367213
19,161,4.388366147
19,160,4.767855768
20,169,7.738270234
20,166,4.767855768
20,162,7.738270234
20,23,6.033522142
20,164,7.738270234
20,167,7.738270234
20,165,4.461125501
20,70,4.74253796
20,163,6.485507265
20,168,7.738270234
21,102,3.909628837
21,152,3.603103677
21,171,6.033522142
21,153,3.350013049
21,76,3.046922352
21,170,4.693747796
21,160,4.767855768
22,172,7.332805126
22,35,1.066237288
22,173,4.140957973
22,177,3.611135849
22,174,4.934909853
22,176,4.226724795
22,175,4.154751295
23,181,4.99743021
23,180,5.541045656
23,178,5.946510765
23,53,3.375171609
23,179,3.730937049
23,8,5.295923198
23,149,2.663096419
24,185,6.485507265
24,181,4.99743021
24,98,3.046922352
24,183,5.21254159
24,182,5.030220033
24,184,3.381561407
25,152,3.603103677
25,153,3.350013049
25,76,3.046922352
25,188,5.59820407
25,186,5.435685141
25,189,7.045123053
25,32,2.059805567
25,187,5.135580548
26,50,5.07402916
26,55,3.019771363
26,191,3.368822381
26,62,2.874589353
26,192,4.99743021
26,190,5.135580548
27,196,3.368822381
27,193,5.21254159
27,110,2.847921106
27,35,1.066237288
27,181,4.99743021
27,197,3.643925672
27,53,3.375171609
27,194,6.234192837
27,198,6.351975873
27,195,6.485507265
28,203,3.468572784
28,200,6.351975873
28,204,4.693747796
28,201,5.295923198
28,199,14.66561025
28,97,3.194975452
28,202,5.792360085
29,211,6.351975873
29,209,6.485507265
29,110,2.847921106
29,208,7.045123053
29,207,4.820499502
29,205,4.624754925
29,210,2.491246162
29,206,5.386894977
30,50,5.07402916
30,213,4.965681512
30,191,3.368822381
30,212,6.821979502
30,192,4.99743021
31,214,7.045123053
31,152,3.603103677
31,153,3.350013049
31,76,3.046922352
32,215,4.168737537
32,152,3.603103677
32,216,3.387992297
32,217,3.62739637
32,153,3.350013049
32,130,4.241762672
32,76,3.046922352
32,218,6.234192837
33,196,3.368822381
33,220,4.602776018
33,219,12.46838567
33,221,6.033522142
34,225,3.301518699
34,223,7.332805126
34,224,5.866468057
34,174,4.934909853
34,222,7.045123053
35,229,3.200308798
35,180,5.541045656
35,226,4.272534331
35,42,4.424084229
35,228,5.253363584
35,210,2.491246162
35,62,2.874589353
35,227,4.767855768
35,230,6.485507265
35,149,2.663096419
36,111,4.370974404
36,185,12.97101453
36,233,4.965681512
36,231,6.821979502
36,98,6.093844703
36,232,7.045123053
36,182,5.030220033
37,240,5.658828692
37,122,4.519394409
37,236,5.59820407
37,234,5.59820407
37,238,7.332805126
37,239,7.332805126
37,237,7.332805126
37,26,5.658828692
37,235,5.946510765
38,157,5.340374961
38,242,2.447481134
38,87,6.033522142
38,241,6.485507265
38,149,2.663096419
38,243,4.99743021
39,245,7.332805126
39,203,3.468572784
39,244,5.486978435
39,246,4.767855768
39,219,12.46838567
40,229,3.200308798
40,247,3.816296898
40,226,4.272534331
